city,borough,district,address,name,inscription,picture,note,Geohack,lat,lon,first_name,middle_name,surname,maiden_name,year_of_birth,deported,year_of_deportation,age_when_deported,murdered,concentration_camp,Auschwitz,Fuhlsbüttel,Neuengamme,Sachsenhausen,Buchenwald,Ravensbrück,Stutthof,Bergen-Belsen,Dachau,Polenaktion,Weiße Rose,Suicide
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 26,Rahel Loebenstein geb. Emanuel,Hier wohnte Rahel Loebenstein geb. Emanuel Jg. 1884 deportiert 1942 Theresienstadt ermordet 27.4.1944,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.572950_N_9.975548_E_region:DE-HH_type:landmark&title=Rahel+Loebenstein+geb.+Emanuel,53.57295,9.975548,Rahel,,Loebenstein,Emanuel,1884.0,True,1942.0,58.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 32,Marion Werner,Hier lernte Marion Werner Jg. 1923 deportiert 1941 Łodz/Litzmannstadt 1942 Chelmno/Kulmhof ermordet,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-Eppendorf.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574231_N_9.973585_E_region:DE-HH_type:landmark&title=Marion+Werner,53.574231,9.973585,Marion,,Werner,,1923.0,True,1941.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 32,Marianne de Zwart geb. von der Porten,Hier lernte Marianne de Zwart geb. von der Porten Jg. 1917 Flucht 1935 Holland interniert Westerbork deportiert 1944 Auschwitz Bergen-Belsen ermordet Jan 1945,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-Rotherbaum.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574231_N_9.973585_E_region:DE-HH_type:landmark&title=Marianne+de+Zwart+geb.+von+der+Porten,53.574231,9.973585,Marianne,de,Zwart,von der Porten,1917.0,True,1944.0,27.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 36,Renate Eva Freimuth,Hier lernte Renate Eva Freimuth Jg. 1925 deportiert 1941 Łodz 1942 weiterdeportiert ermordet,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-Harvestehude.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5742149_N_9.9734446_E_region:DE-HH_type:landmark&title=Renate+Eva+Freimuth,53.5742149,9.9734446,Renate,Eva,Freimuth,,1925.0,True,1941.0,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 52,Henny Josias,Henny Josias Jg. 1890 deportiert 1941 ermordet in Riga,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574756_N_9.972666_E_region:DE-HH_type:landmark&title=Henny+Josias,53.574756,9.972666,Henny,,Josias,,1890.0,True,1941.0,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 52,Julius Josias,Hier wohnte Julius Josias Jg. 1938 deportiert 1942 Theresienstadt 1944 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574756_N_9.972666_E_region:DE-HH_type:landmark&title=Julius+Josias,53.574756,9.972666,Julius,,Josias,,1938.0,True,1942.0,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 52,Mendel Josias,Hier wohnte Mendel Josias Jg. 1891 deportiert 1942 Theresienstadt 1944 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574756_N_9.972666_E_region:DE-HH_type:landmark&title=Mendel+Josias,53.574756,9.972666,Mendel,,Josias,,1891.0,True,1942.0,51.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Bogenstraße 52,Rosa Josias geb. Horwitz,Hier wohnte Rosa Josias geb. Horwitz Jg. 1903 deportiert 1942 Theresienstadt 1944 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.574756_N_9.972666_E_region:DE-HH_type:landmark&title=Rosa+Josias+geb.+Horwitz,53.574756,9.972666,Rosa,,Josias,Horwitz,1903.0,True,1942.0,39.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Julius Behrend,Hier wohnte Julius Behrend Jg. 1885 deportiert 1941 Riga ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731296_N_9.9820114_E_region:DE-HH_type:landmark&title=Julius+Behrend,53.5731296,9.9820114,Julius,,Behrend,,1885.0,True,1941.0,56.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Minka Behrend geb. Hartog,Hier wohnte Minka Behrend geb. Hartog Jg. 1886 deportiert 1941 Riga ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731224_N_9.9820115_E_region:DE-HH_type:landmark&title=Minka+Behrend+geb.+Hartog,53.5731224,9.9820115,Minka,,Behrend,Hartog,1886.0,True,1941.0,55.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Bertha Gansel geb. Gabriel,Hier wohnte Bertha Gansel geb. Gabriel Jg. 1873 deportiert 1941 ermordet in Łodz/Litzmannstadt,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731296_N_9.9820114_E_region:DE-HH_type:landmark&title=Bertha+Gansel+geb.+Gabriel,53.5731296,9.9820114,Bertha,,Gansel,Gabriel,1873.0,True,1941.0,68.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Martha Hess geb. Rosskamm,Hier wohnte Martha Hess geb. Rosskamm Jg. 1877 deportiert 1941 Łodz Chelmno 1942 ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731369_N_9.9820114_E_region:DE-HH_type:landmark&title=Martha+Hess+geb.+Rosskamm,53.5731369,9.9820114,Martha,,Hess,Rosskamm,1877.0,True,1941.0,64.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Siegfried Hess,Hier wohnte Siegfried Hess Jg. 1869 deportiert 1941 Łodz Chelmno 1942 ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731441_N_9.9820113_E_region:DE-HH_type:landmark&title=Siegfried+Hess,53.5731441,9.9820113,Siegfried,,Hess,,1869.0,True,1941.0,72.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Henny Hoffmann geb. Goldscheider,Hier wohnte Henny Hoffmann geb. Goldscheider Jg. 1889 deportiert 1941 Minsk ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731079_N_9.9820116_E_region:DE-HH_type:landmark&title=Henny+Hoffmann+geb.+Goldscheider,53.5731079,9.9820116,Henny,,Hoffmann,Goldscheider,1889.0,True,1941.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Max Hoffmann,Hier wohnte Max Hoffmann Jg. 1885 deportiert 1941 Minsk ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731152_N_9.9820116_E_region:DE-HH_type:landmark&title=Max+Hoffmann,53.5731152,9.9820116,Max,,Hoffmann,,1885.0,True,1941.0,56.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,Oswald Pander,Hier wohnte Oswald Pander Jg. 1881 deportiert 1942 Theresienstadt ermordet 19.8.1943,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731152_N_9.9820116_E_region:DE-HH_type:landmark&title=Oswald+Pander,53.5731152,9.9820116,Oswald,,Pander,,1881.0,True,1942.0,61.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 6,James Hermann Schwabe,Hier wohnte James Hermann Schwabe Jg. 1871 deportiert 1942 Theresienstadt ermordet 13.11.1943,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5731152_N_9.9820116_E_region:DE-HH_type:landmark&title=James+Hermann+Schwabe,53.5731152,9.9820116,James,Hermann,Schwabe,,1871.0,True,1942.0,71.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Johanna Bernstein geb. André,Hier wohnte Johanna Bernstein geb. André Jg. 1867 deportiert 1943 Theresienstadt ermordet 17.5.1943,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732603_N_9.9820264_E_region:DE-HH_type:landmark&title=Johanna+Bernstein+geb.+Andr%C3%A9,53.5732603,9.9820264,Johanna,,Bernstein,André,1867.0,True,1943.0,76.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Thekla Cohn geb. Simson,Hier wohnte Thekla Cohn geb. Simson Jg. 1896 deportiert 1942 ermordet 1942 Auschwitz,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732603_N_9.9820264_E_region:DE-HH_type:landmark&title=Thekla+Cohn+geb.+Simson,53.5732603,9.9820264,Thekla,,Cohn,Simson,1896.0,True,1942.0,46.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Victor Cohn,Hier wohnte Victor Cohn Jg. 1888 deportiert Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732434_N_9.9820262_E_region:DE-HH_type:landmark&title=Victor+Cohn,53.5732434,9.9820262,Victor,,Cohn,,1888.0,True,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Else Levy geb. Heynssen,Hier wohnte Else Levy geb. Heynssen Jg. 1891 deportiert 1941 Minsk ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732546_N_9.9820263_E_region:DE-HH_type:landmark&title=Else+Levy+geb.+Heynssen,53.5732546,9.9820263,Else,,Levy,Heynssen,1891.0,True,1941.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Louis Nathan Levy,Hier wohnte Louis Nathan Levy Jg. 1890 deportiert 1941 Minsk ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732603_N_9.9820264_E_region:DE-HH_type:landmark&title=Louis+Nathan+Levy,53.5732603,9.9820264,Louis,Nathan,Levy,,1890.0,True,1941.0,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Joseph Norden,Hier wohnte Dr. Joseph Norden Jg. 1870 deportiert 1942 Theresienstadt ermordet 7.2.1943,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-Eimsbüttel.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732490_N_9.9820263_E_region:DE-HH_type:landmark&title=Dr.+Joseph+Norden,53.573249,9.9820263,Joseph,,Norden,,1870.0,True,1942.0,72.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 8,Anna Rothenberg geb. Hiller,Hier wohnte Anna Rothenberg geb. Hiller Jg. 1892 deportiert Majdanek ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5732378_N_9.9820261_E_region:DE-HH_type:landmark&title=Anna+Rothenberg+geb.+Hiller,53.5732378,9.9820261,Anna,,Rothenberg,Hiller,1892.0,True,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 10,Hugo Adolph Cohen,Hier wohnte Hugo Adolph Cohen Jg. 1885 Flucht Holland deportiert 1943 ermordet in Sobibor,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733952_N_9.9820198_E_region:DE-HH_type:landmark&title=Hugo+Adolph+Cohen,53.5733952,9.9820198,Hugo,Adolph,Cohen,,1885.0,True,1943.0,58.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 10,Paula Cohen geb. Stern,Hier wohnte Paula Cohen geb. Stern Jg. 1898 Flucht Holland deportiert 1943 ermordet in Sobibor,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733883_N_9.9820200_E_region:DE-HH_type:landmark&title=Paula+Cohen+geb.+Stern,53.5733883,9.98202,Paula,,Cohen,Stern,1898.0,True,1943.0,45.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 10,Susi Cohen,Hier wohnte Susi Cohen Jg. 1925 Flucht Holland deportiert 1944 ermordet in Auschwitz,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733746_N_9.9820204_E_region:DE-HH_type:landmark&title=Susi+Cohen,53.5733746,9.9820204,Susi,,Cohen,,1925.0,True,1944.0,19.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 10,Ursula Cohen,Hier wohnte Ursula Cohen Jg. 1922 Flucht Holland deportiert 1944 ermordet in Auschwitz,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733815_N_9.9820202_E_region:DE-HH_type:landmark&title=Ursula+Cohen,53.5733815,9.9820202,Ursula,,Cohen,,1922.0,True,1944.0,22.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 11,Bertha Alexander,Hier wohnte Bertha Alexander Jg. 1893 deportiert 1941 Łodz Chelmno 1942 ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733963_N_9.9818715_E_region:DE-HH_type:landmark&title=Bertha+Alexander,53.5733963,9.9818715,Bertha,,Alexander,,1893.0,True,1941.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 11,Hertha Coutinho,Hier wohnte Hertha Coutinho Jg. 1903 deportiert 1942 Theresienstadt 1944 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733963_N_9.9818715_E_region:DE-HH_type:landmark&title=Hertha+Coutinho,53.5733963,9.9818715,Hertha,,Coutinho,,1903.0,True,1942.0,39.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 11,Rosa Müllner,Hier wohnte Rosa Müllner Jg. 1889 deportiert 1941 Łodz ermordet,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-Hamm.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5733869_N_9.9818721_E_region:DE-HH_type:landmark&title=Rosa+M%C3%BCllner,53.5733869,9.9818721,Rosa,,Müllner,,1889.0,True,1941.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 11,Emma Tarnowski geb. Glück,Hier wohnte Emma Tarnowski geb. Glück Jg. 1907 Flucht 1938 Belgien deportiert Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734033_N_9.9818719_E_region:DE-HH_type:landmark&title=Emma+Tarnowski+geb.+Gl%C3%BCck,53.5734033,9.9818719,Emma,,Tarnowski,Glück,1907.0,True,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Lilli Freimann,Hier wohnte Lilli Freimann Jg. 1886 deportiert 1942 ermordet in Auschwitz,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5735047_N_9.9820106_E_region:DE-HH_type:landmark&title=Lilli+Freimann,53.5735047,9.9820106,Lilli,,Freimann,,1886.0,True,1942.0,56.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Benjamin Perlmann,Hier wohnte Benjamin Perlmann Jg. 1876 deportiert 1942 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5735047_N_9.9820106_E_region:DE-HH_type:landmark&title=Benjamin+Perlmann,53.5735047,9.9820106,Benjamin,,Perlmann,,1876.0,True,1942.0,66.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Elsa Perlmann geb. van Son,Hier wohnte Elsa Perlmann geb. van Son Jg. 1880 deportiert 1942 Auschwitz ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734986_N_9.9820105_E_region:DE-HH_type:landmark&title=Elsa+Perlmann+geb.+van+Son,53.5734986,9.9820105,Elsa,,Perlmann,van Son,1880.0,True,1942.0,62.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Karin Wolff,Hier wohnte Karin Wolff Jg. 1937 deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734624_N_9.9820096_E_region:DE-HH_type:landmark&title=Karin+Wolff,53.5734624,9.9820096,Karin,,Wolff,,1937.0,True,1941.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Johanna Wolff geb. Wolff,Hier wohnte Johanna Wolff geb. Wolff Jg. 1911 1941 KZ Fuhlsbüttel deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734745_N_9.9820099_E_region:DE-HH_type:landmark&title=Johanna+Wolff+geb.+Wolff,53.5734745,9.9820099,Johanna,,Wolff,Wolff,1911.0,True,1941.0,30.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Ludwig Wolff,Hier wohnte Ludwig Wolff Jg. 1913 1941 KZ Fuhlsbüttel deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734805_N_9.9820100_E_region:DE-HH_type:landmark&title=Ludwig+Wolff,53.5734805,9.98201,Ludwig,,Wolff,,1913.0,True,1941.0,28.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Thekla Wolff geb. Franken,Hier wohnte Thekla Wolff geb. Franken Jg. 1889 deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734866_N_9.9820102_E_region:DE-HH_type:landmark&title=Thelka+Wolff+geb.+Franken,53.5734866,9.9820102,Thekla,,Wolff,Franken,1889.0,True,1941.0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Uri Wolff,Hier wohnte Uri Wolff Jg. 1940 deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734684_N_9.9820097_E_region:DE-HH_type:landmark&title=Uri+Wolff,53.5734684,9.9820097,Uri,,Wolff,,1940.0,True,1941.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Willi Wolff,Hier wohnte Willi Wolff Jg. 1890 deportiert 1941 Minsk ???,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734926_N_9.9820103_E_region:DE-HH_type:landmark&title=Willi+Wolff,53.5734926,9.9820103,Willi,,Wolff,,1890.0,True,1941.0,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Margarethe Wolfsohn geb. Cohn,Hier wohnte Margarethe Wolfsohn geb. Cohn Jg. 1885 deportiert 1942 Theresienstadt 1942 Treblinka ermordet,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-St. Georg.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734564_N_9.9820094_E_region:DE-HH_type:landmark&title=Margarethe+Wolfsohn+geb.+Cohn,53.5734564,9.9820094,Margarethe,,Wolfsohn,Cohn,1885.0,True,1942.0,57.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 12,Max Wolfsohn,Hier wohnte Max Wolfsohn Jg. 1872 deportiert 1942 Theresienstadt Minsk ???,,Eintrag auf stolpersteine-hamburg.de Ein weiterer Stolperstein befindet sich in Hamburg-St. Georg.,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.5734564_N_9.9820094_E_region:DE-HH_type:landmark&title=Max+Wolfsohn,53.5734564,9.9820094,Max,,Wolfsohn,,1872.0,True,1942.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 13,Erna B. Bacharach geb. Strauss,Hier wohnte Erna B. Bacharach geb. Strauss Jg. 1899 Flucht Holland deportiert 1944 Theresienstadt Auschwitz 1944 ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.573648_N_9.981709_E_region:DE-HH_type:landmark&title=Erna+B.+Bacharach+geb.+Strauss,53.573648,9.981709,Erna,B.,Bacharach,Strauss,1899.0,True,1944.0,45.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 13,Moritz Bacharach,Hier wohnte Moritz Bacharach Jg. 1888 Flucht Holland deportiert 1944 Theresienstadt Auschwitz 1944 Todesmarsch 1945 ermordet Riesa,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.573648_N_9.981709_E_region:DE-HH_type:landmark&title=Moritz+Bacharach,53.573648,9.981709,Moritz,,Bacharach,,1888.0,True,1944.0,56.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Eimsbüttel,Harvestehude,Brahmsallee 13,Veilchen Elias geb. Blum,Hier wohnte Veilchen Elias geb. Blum Jg. 1865 deportiert 1942 Theresienstadt 1942 Treblinka ermordet,,Eintrag auf stolpersteine-hamburg.de,pagename=Liste_der_Stolpersteine_in_Hamburg-Harvestehude_(Stra%C3%9Fen_A%E2%80%93H)&language=de&params=53.573648_N_9.981709_E_region:DE-HH_type:landmark&title=Veilchen+Elias+geb.+Blum,53.573648,9.981709,Veilchen,,Elias,Blum,1865.0,True,1942.0,77.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
